,observation_count,common_name,scientific_name,species_key,rank,record_count
753,1,,Bromus arduennensis,NBNORG0000046077,Species,1
754,542,Field Brome,Bromus arvensis,NBNORG0000007370,Species,574
755,2,Rattlesnake Brome,Bromus briziformis,NBNORG0000053418,Species,2
756,6592,Meadow Brome,Bromus commutatus,NBNORG0000053419,Species,8093
757,23,,Bromus commutatus x racemosus,NBNORG0000013476,Species hybrid,27
758,2274,Great Brome,Bromus diandrus,NBNORG0000026745,Species,2458
759,26442,Soft-brome,Bromus hordeaceus,NBNORG0000008692,Species,63027
760,6,,Bromus hordeaceus subsp. divaricatus,NBNORG0000107918,Subspecies,6
761,476,Least Soft-brome,Bromus hordeaceus subsp. ferronii,NBNORG0000053420,Subspecies,561
762,27984,,Bromus hordeaceus subsp. hordeaceus,NBNORG0000007368,Subspecies,30966
763,119,,Bromus hordeaceus subsp. longipedicellatus,NBNORG0000053421,Subspecies,132
764,38,Divergent Soft-brome,Bromus hordeaceus subsp. molliformis,NBNORG0000053422,Subspecies,38
765,376,Sand Soft-brome,Bromus hordeaceus subsp. thominei,NBNORG0000053423,Subspecies,530
766,1608,Lesser Soft-brome,Bromus hordeaceus x lepidus = B. x pseudothominei,NBNORG0000090106,Species hybrid,1667
767,1,,Bromus intermedius,NBNORG0000046080,Species,1
768,365,Interrupted Brome,Bromus interruptus,NBNORG0000053424,Species,400
769,65,Thunberg's Brome,Bromus japonicus,NBNORG0000107919,Species,65
770,34,Large-headed Brome,Bromus lanceolatus,NBNORG0000023349,Species,35
771,2327,Slender Soft-brome,Bromus lepidus,NBNORG0000053425,Species,2432
772,490,Compact Brome,Bromus madritensis,NBNORG0000053426,Species,575
773,96,Smith's Brome,Bromus pseudosecalinus,NBNORG0000053427,Species,97
774,2682,Smooth Brome,Bromus racemosus,NBNORG0000007369,Species,3668
775,317,Ripgut Brome,Bromus rigidus,NBNORG0000026746,Species,386
776,38,Foxtail Brome,Bromus rubens,NBNORG0000026747,Species,38
777,5,Broom Brome,Bromus scoparius,NBNORG0000046082,Species,5
778,1532,Rye Brome,Bromus secalinus,NBNORG0000007371,Species,2482
779,16,Rough Brome,Bromus squarrosus,NBNORG0000053428,Species,16
780,50980,Barren Brome,Bromus sterilis,NBNORG0000026748,Species,59951
781,377,Drooping Brome,Bromus tectorum,NBNORG0000026749,Species,405
782,3,Bush-violet,Browallia speciosa,NBNORG0000046085,Species,3
783,285,Great Forget-me-not,Brunnera macrophylla,NBNORG0000053431,Species,321
784,4,,Bryonia,NBNORG0000053432,Genus,32924
785,27793,White Bryony,Bryonia dioica,NBNORG0000008075,Species,32919
786,195,Buddleja,Buddleja,NBNORG0000053433,Genus,29096
787,34,Alternate-leaved Butterfly-bush,Buddleja alternifolia,NBNORG0000013317,Species,50
788,21069,Butterfly-bush,Buddleja davidii,NBNORG0000053434,Species,28169
789,90,Weyer's Butterfly-bush,Buddleja davidii x globosa = B. x weyeriana,NBNORG0000028234,Species hybrid,102
790,298,Orange-ball-tree,Buddleja globosa,NBNORG0000013488,Species,387
791,18,Southern Warty-cabbage,Bunias erucago,NBNORG0000007535,Species,18
792,561,Warty-cabbage,Bunias orientalis,NBNORG0000007536,Species,728
793,510,Great Pignut,Bunium bulbocastanum,NBNORG0000008049,Species,512
794,3,Willow-leaved Yellow Oxeye,Buphthalmum salicifolium,NBNORG0000013269,Species,6
795,35,Small Hare's-ear,Bupleurum baldense,NBNORG0000008033,Species,43
796,30,Sickle-leaved Hare's-ear,Bupleurum falcatum,NBNORG0000008035,Species,32
797,4,,Bupleurum fontanesii,NBNORG0000023402,Species,4
798,43,Shrubby Hare's-ear,Bupleurum fruticosum,NBNORG0000008031,Species,44
799,704,Thorow-wax,Bupleurum rotundifolium,NBNORG0000008032,Species,771
800,288,False Thorow-wax,Bupleurum subovatum,NBNORG0000053442,Species,297
801,2079,Slender Hare's-ear,Bupleurum tenuissimum,NBNORG0000008034,Species,3109
802,1,,Butomaceae,NBNORG0000027280,Family,9143
803,1,,Butomus,NBNORG0000053443,Genus,9142
804,8365,Flowering-rush,Butomus umbellatus,NBNORG0000007121,Species,9139
805,6,,Buxus,NBNORG0000053444,Genus,9292
806,6,Balearic Box,Buxus balearica,NBNORG0000025029,Species,9
807,7676,Box,Buxus sempervirens,NBNORG0000007760,Species,9263
808,58,Carolina Water-shield,Cabomba caroliniana,NBNORG0000053446,Species,69
809,2,Tara,Caesalpinia spinosa,NBNORG0000046092,Species,2
810,2,,Cakile,NBNORG0000053449,Genus,3713
811,3430,Sea Rocket,Cakile maritima,NBNORG0000007515,Species,3711
812,17,,Cakile maritima subsp. integrifolia,NBNORG0000107920,Subspecies,17
813,18,,Calamagrostis,NBNORG0000053450,Genus,11854
814,2,,Calamagrostis argentea,NBNORG0000047607,Species,2
815,2208,Purple Small-reed,Calamagrostis canescens,NBNORG0000053451,Species,2286
816,21,,Calamagrostis canescens x stricta = C. x gracilescens,NBNORG0000090209,Species hybrid,21
817,7882,Wood Small-reed,Calamagrostis epigejos,NBNORG0000007391,Species,8915
818,173,,Calamagrostis epigejos x Ammophila arenaria = X Calammophila baltica,NBNORG0000089937,Species hybrid,173
819,58,Scandinavian Small-reed,Calamagrostis purpurea,NBNORG0000053452,Species,64
820,13,Scottish Small-reed,Calamagrostis scotica,NBNORG0000007393,Species,15
821,524,Narrow Small-reed,Calamagrostis stricta,NBNORG0000007392,Species,530
822,1,Rock Purslane,Calandrinia umbellata,NBNORG0000053258,Species,1
823,41,Slipperwort,Calceolaria chelidonioides,NBNORG0000008775,Species,42
824,3,Bush Slipperwort,Calceolaria integrifolia,NBNORG0000047348,Species,3
825,79,Field Marigold,Calendula arvensis,NBNORG0000008525,Species,90
826,3149,Pot Marigold,Calendula officinalis,NBNORG0000008524,Species,4338
827,2,White Ball-mustard,Calepina irregularis,NBNORG0000046095,Species,3
828,123,Bog Arum,Calla palustris,NBNORG0000007253,Species,133
829,36,China Aster,Callistephus chinensis,NBNORG0000013172,Species,39
830,18,,Callitrichaceae,NBNORG0000027291,Family,25
831,24039,,Callitriche,NBNORG0000053265,Genus,84962
832,801,,Callitriche aggregate,NBNORG0000041350,Species aggregate,1260
833,789,Pedunculate Water-starwort,Callitriche brutia,NBNORG0000008001,Species,867
834,1,,Callitriche cophocarpa,NBNORG0000008000,Species,1
835,3816,Intermediate Water-starwort,Callitriche hamulata,NBNORG0000053266,Species,4037
836,5885,,Callitriche hamulata sens.lat.,NBNORG0000025167,Species aggregate,5905
837,2692,Autumnal Water-starwort,Callitriche hermaphroditica,NBNORG0000007998,Species,2727
838,4084,Blunt-fruited Water-starwort,Callitriche obtusangula,NBNORG0000007997,Species,4413
839,54,Narrow-fruited Water-starwort,Callitriche palustris,NBNORG0000008693,Species,66
840,5287,Various-leaved Water-starwort,Callitriche platycarpa,NBNORG0000053267,Species,5530
841,14680,Common Water-starwort,Callitriche stagnalis,NBNORG0000026755,Species,16106
842,17954,,Callitriche stagnalis sensu lato,NBNORG0000060391,Species aggregate,18317
843,372,Short-leaved Water-starwort,Callitriche truncata,NBNORG0000007999,Species,432
844,3,,Callitriche truncata subsp. occidentalis,NBNORG0000107921,Subspecies,4
845,187,,Calluna,NBNORG0000053268,Genus,66916
846,60148,Heather,Calluna vulgaris,NBNORG0000008185,Species,66713
847,22,,Calotis cuneifolia,NBNORG0000053272,Species,22
848,4,Hairy Bur-daisy,Calotis hispidula,NBNORG0000053273,Species,4
849,1,Yellow Bur-daisy,Calotis lappulacea,NBNORG0000023485,Species,1
850,74,,Caltha,NBNORG0000053274,Genus,54812
851,52829,Marsh-marigold,Caltha palustris,NBNORG0000007424,Species,54737
852,75,,Caltha palustris var. radicans,NBNORG0000070459,Variety,75
853,979,Bindweed,Calystegia,NBNORG0000053277,Genus,94303
854,2063,Hairy Bindweed,Calystegia pulchra,NBNORG0000053278,Species,2173
855,136,,Calystegia pulchra x silvatica = C. x howittiorum,NBNORG0000090255,Species hybrid,137
856,35258,Hedge Bindweed,Calystegia sepium,NBNORG0000053279,Species,60085
857,5330,,Calystegia sepium sens.lat.,NBNORG0000047367,Species aggregate,5332
858,447,,Calystegia sepium subsp. roseata,NBNORG0000008694,Subspecies,463
859,16376,Great Bindweed,Calystegia sepium subsp. sepium,NBNORG0000053280,Subspecies,18192
860,25,,Calystegia sepium subsp. sepium forma colorata,NBNORG0000095895,Form,28
861,19,,Calystegia sepium subsp. sepium forma schizoflora,NBNORG0000095896,Form,34
862,2,,Calystegia sepium subsp. spectabilis,NBNORG0000023456,Subspecies,2
863,41,,Calystegia sepium x pulchra = C. x scanica,NBNORG0000028235,Species hybrid,42
864,513,,Calystegia sepium x silvatica = C. x lucana,NBNORG0000028236,Species hybrid,593
865,21872,Large Bindweed,Calystegia silvatica,NBNORG0000053281,Species,27903
866,19,,Calystegia silvatica silvatica var. quinquepartita,NBNORG0000047475,Variety,19
867,65,,Calystegia silvatica subsp. disjuncta,NBNORG0000053282,Subspecies,71
868,2,,Calystegia silvatica subsp. fraterniflora,NBNORG0000053283,Subspecies,2
869,6,,Calystegia silvatica subsp. silvatica,NBNORG0000053284,Subspecies,47
870,9,,Calystegia silvatica sylvatica var. silvatica,NBNORG0000047478,Variety,14
871,1,,Calystegia silvatica var. quinquepartita,NBNORG0000023457,Variety,54
872,1918,Sea Bindweed,Calystegia soldanella,NBNORG0000053285,Species,2202
873,12,,Calystegia subsp. sepium forma colorata,NBNORG0000013225,Form,16
874,23,,Calystegia subsp. sepium forma schizoflora,NBNORG0000023290,Form,24
875,2,,Camassia leichtlinii,NBNORG0000047529,Species,2
876,2,Common Camash,Camassia quamash,NBNORG0000053287,Species,3
877,502,,Camelina,NBNORG0000053288,Genus,1232
878,31,,Camelina alyssum,NBNORG0000053289,Species,31
879,1,,Camelina alyssum subsp. integerrima,NBNORG0000047408,Subspecies,1
880,72,Lesser Gold-of-pleasure,Camelina microcarpa,NBNORG0000007578,Species,74
881,26,,Camelina rumelica,NBNORG0000046102,Species,26
882,556,Gold-of-pleasure,Camelina sativa,NBNORG0000007577,Species,597
883,8,,Camellia,NBNORG0000105143,Genus,12
884,2,,Camellia japonica,NBNORG0000047530,Species,2
885,153,,Campanula,NBNORG0000053290,Genus,71414
886,84,Cornish Bellflower,Campanula alliariifolia,NBNORG0000008445,Species,86
887,5,Tussock Bellflower,Campanula carpatica,NBNORG0000023308,Species,7
888,5,Fairy's-thimble,Campanula cochleariifolia,NBNORG0000047564,Species,5
889,3,Italian Bellflower,Campanula fragilis,NBNORG0000023381,Species,3
890,1,Adriatic Bellflower,Campanula garganica,NBNORG0000046104,Species,1
891,5548,Clustered Bellflower,Campanula glomerata,NBNORG0000008441,Species,5854
892,95,Milky Bellflower,Campanula lactiflora,NBNORG0000053456,Species,96
893,7085,Giant Bellflower,Campanula latifolia,NBNORG0000008437,Species,7254
894,243,Canterbury-bells,Campanula medium,NBNORG0000008446,Species,285
895,1102,Spreading Bellflower,Campanula patula,NBNORG0000008443,Species,1210
896,1281,Peach-leaved Bellflower,Campanula persicifolia,NBNORG0000008440,Species,1391
897,1638,Adria Bellflower,Campanula portenschlagiana,NBNORG0000053457,Species,1794
898,2235,Trailing Bellflower,Campanula poscharskyana,NBNORG0000023320,Species,2634
899,19,Chimney Bellflower,Campanula pyramidalis,NBNORG0000023310,Species,23
900,1869,Creeping Bellflower,Campanula rapunculoides,NBNORG0000008439,Species,2055
901,317,Rampion Bellflower,Campanula rapunculus,NBNORG0000008444,Species,387
902,6,Broad-leaved Harebell,Campanula rhomboidalis,NBNORG0000013267,Species,6
903,37109,Harebell,Campanula rotundifolia,NBNORG0000008442,Species,40315
904,1,,Campanula rotundifolia subsp. rotundifolia,NBNORG0000116104,Subspecies,1
905,7108,Nettle-leaved Bellflower,Campanula trachelium,NBNORG0000008438,Species,7816
906,1,,Campanulaceae,NBNORG0000027293,Family,101129
907,1,,Cannabaceae,NBNORG0000041373,Family,26339
908,773,Hemp,Cannabis sativa,NBNORG0000008695,Species,857
909,2,,Capsella,NBNORG0000053463,Genus,75347
910,66685,Shepherd's-purse,Capsella bursa-pastoris,NBNORG0000053464,Species,75210
911,22,,Capsella bursa-pastoris x rubella = C. x gracilis,NBNORG0000090303,Species hybrid,28
912,70,Pink Shepherd's-purse,Capsella rubella,NBNORG0000053465,Species,105
913,51,Sweet Pepper,Capsicum annuum,NBNORG0000023257,Species,56
914,938,,Cardamine,NBNORG0000053468,Genus,205693
915,10706,Large Bitter-cress,Cardamine amara,NBNORG0000007548,Species,11237
916,1231,Coralroot Bittercress,Cardamine bulbifera,NBNORG0000007553,Species,1881
917,1,,Cardamine chelidonia,NBNORG0000047350,Species,1
918,87,New Zealand Bitter-cress,Cardamine corymbosa,NBNORG0000053469,Species,96
919,55665,Wavy Bitter-cress,Cardamine flexuosa,NBNORG0000007550,Species,59387
920,12,,Cardamine flexuosa x hirsuta = C. x zahlbruckneriana,NBNORG0000090344,Species hybrid,14
921,28,Pinnate Coralroot,Cardamine heptaphylla,NBNORG0000053470,Species,38
922,43839,Hairy Bitter-cress,Cardamine hirsuta,NBNORG0000007551,Species,47869
923,1551,Narrow-leaved Bitter-cress,Cardamine impatiens,NBNORG0000007549,Species,2317
924,1,Cut-leaved Bitter-cress,Cardamine laciniata,NBNORG0000053471,Species,1
925,75657,Cuckooflower,Cardamine pratensis,NBNORG0000007547,Species,81469
926,79,,Cardamine pratensis x flexuosa = C. x fringsii,NBNORG0000090062,Species hybrid,95
927,238,Greater Cuckooflower,Cardamine raphanifolia,NBNORG0000053472,Species,240
928,49,Trefoil Cress,Cardamine trifolia,NBNORG0000007552,Species,51
929,23,,Carduus,NBNORG0000053475,Genus,41109
930,19708,Welted Thistle,Carduus crispus,NBNORG0000008593,Species,22081
931,561,Broad-winged Thistle,Carduus crispus subsp. multiflorus,NBNORG0000107922,Subspecies,643
932,221,,Carduus crispus x nutans = C. x stangii,NBNORG0000028237,Species hybrid,262
933,1,Giant Thistle,Carduus macrocephalus,NBNORG0000023342,Species,1
934,14409,Musk Thistle,Carduus nutans,NBNORG0000008592,Species,14869
935,124,Plymouth Thistle,Carduus pycnocephalus,NBNORG0000008591,Species,127
936,3157,Slender Thistle,Carduus tenuiflorus,NBNORG0000008590,Species,3744
937,2,,Carduus thoermeri,NBNORG0000053477,Species,2
938,5233,Sedge,Carex,NBNORG0000052187,Genus,807552
939,4490,Slender Tufted-sedge,Carex acuta,NBNORG0000007310,Species,4785
940,13,,Carex acuta x elata = C. x prolixa,NBNORG0000090297,Species hybrid,17
941,44,,Carex acuta x nigra,NBNORG0000052170,Species hybrid,68
942,21354,Lesser Pond-sedge,Carex acutiformis,NBNORG0000007292,Species,22554
943,43,,Carex acutiformis x acuta = C. x subgracilis,NBNORG0000089915,Species hybrid,62
944,7,,Carex acutiformis x riparia = C. x sooi,NBNORG0000090176,Species hybrid,10
945,16,,Carex acutiformis x vesicaria = C. x ducellieri,NBNORG0000028238,Species hybrid,22
946,455,Fibrous Tussock-sedge,Carex appropinquata,NBNORG0000053479,Species,463
947,1594,Water Sedge,Carex aquatilis,NBNORG0000007311,Species,1662
948,6,,Carex aquatilis x acuta,NBNORG0000053480,Species hybrid,6
949,12,,Carex aquatilis x bigelowii = C. x limula,NBNORG0000090296,Species hybrid,12
950,41,,Carex aquatilis x nigra = C. x hibernica,NBNORG0000090233,Species hybrid,41
951,8463,Sand Sedge,Carex arenaria,NBNORG0000052188,Species,8892
952,575,Black Alpine-sedge,Carex atrata,NBNORG0000007307,Species,607
953,189,Scorched Alpine-sedge,Carex atrofusca,NBNORG0000007308,Species,196
954,7,Bicoloured Sedge,Carex bicolor,NBNORG0000007315,Species,7
955,2549,Stiff Sedge,Carex bigelowii,NBNORG0000053481,Species,2597
956,18117,Green-ribbed Sedge,Carex binervis,NBNORG0000053482,Species,18680
957,9,,Carex binervis x punctata,NBNORG0000013494,Species hybrid,9
958,4,,Carex brunnea,NBNORG0000047059,Species,4
959,13,Silver-spiked Sedge,Carex buchananii,NBNORG0000107923,Species,17
960,82,Club Sedge,Carex buxbaumii,NBNORG0000007306,Species,85
961,1475,Hair Sedge,Carex capillaris,NBNORG0000007285,Species,1569
962,3,,Carex capitata,NBNORG0000007328,Species,3
963,20474,Spring-sedge,Carex caryophyllea,NBNORG0000053483,Species,21360
964,65,String Sedge,Carex chordorrhiza,NBNORG0000053484,Species,66
965,4,Crawford's Sedge,Carex crawfordii,NBNORG0000053485,Species,4
966,7913,White Sedge,Carex curta,NBNORG0000007325,Species,8343
967,1,Davall's Sedge,Carex davalliana,NBNORG0000053486,Species,1
968,2,,Carex demissa x C. hostiana,NBNORG0000043853,Species hybrid,2
969,231,Starved Wood-sedge,Carex depauperata,NBNORG0000007286,Species,355
970,2915,Lesser Tussock-sedge,Carex diandra,NBNORG0000007317,Species,3038
971,897,Fingered Sedge,Carex digitata,NBNORG0000007304,Species,980
972,6589,Dioecious Sedge,Carex dioica,NBNORG0000053487,Species,6742
973,4497,Distant Sedge,Carex distans,NBNORG0000007280,Species,4839
974,21,,Carex distans x extensa = C. x tornabenii,NBNORG0000090266,Species hybrid,21
975,5,,Carex distans x hostiana = C. x muelleriana,NBNORG0000090287,Species hybrid,9
976,3,,Carex distans x viridula = C. x luteola,NBNORG0000090347,Species hybrid,3
977,11162,Brown Sedge,Carex disticha,NBNORG0000053488,Species,11604
978,1687,Divided Sedge,Carex divisa,NBNORG0000053489,Species,3704
979,3086,,Carex divulsa,NBNORG0000013399,Species,12057
980,6379,,Carex divulsa subsp. divulsa,NBNORG0000053490,Subspecies,7717
981,739,Many-leaved Sedge,Carex divulsa subsp. leersii,NBNORG0000053491,Subspecies,810
982,20,,Carex divulsa x remota = C. x emmae,NBNORG0000090220,Species hybrid,20
983,30206,Star Sedge,Carex echinata,NBNORG0000007323,Species,31721
984,6,,Carex echinata x curta = C. x biharica,NBNORG0000090031,Species hybrid,6
985,6,,Carex echinata x dioica = C. x gaudiniana,NBNORG0000090048,Species hybrid,6
986,4754,Tufted-sedge,Carex elata,NBNORG0000007309,Species,4903
987,657,Elongated Sedge,Carex elongata,NBNORG0000007322,Species,751
988,539,Rare Spring-sedge,Carex ericetorum,NBNORG0000007302,Species,575
989,2657,Long-bracted Sedge,Carex extensa,NBNORG0000007284,Species,2811
990,259,Downy-fruited Sedge,Carex filiformis,NBNORG0000007294,Species,305
991,63065,Glaucous Sedge,Carex flacca,NBNORG0000053492,Species,66434
992,72,Large Yellow-sedge,Carex flava,NBNORG0000007283,Species,85
993,757,,Carex flava agg.,NBNORG0000025188,Species aggregate,763
994,10,,Carex flava x viridula = C. x alsatica,NBNORG0000090388,Species hybrid,18
995,11,,Carex fusca auct.,NBNORG0000026758,Species pro parte,11
996,8,,Carex glacialis,NBNORG0000053493,Species,8
997,41562,Hairy Sedge,Carex hirta,NBNORG0000007299,Species,45827
998,5,,Carex hirta x vesicaria = C. x grossii,NBNORG0000090288,Species hybrid,7
999,12317,Tawny Sedge,Carex hostiana,NBNORG0000007282,Species,12726
1000,2049,,Carex hostiana x viridula = C. x fulva,NBNORG0000028239,Species hybrid,2072
1001,2386,Dwarf Sedge,Carex humilis,NBNORG0000053494,Species,2795
1002,156,Hare's-foot Sedge,Carex lachenalii,NBNORG0000053495,Species,161
1003,28,,Carex lachenalii x curta = C. x helvola,NBNORG0000090032,Species hybrid,28
1004,6503,Smooth-stalked Sedge,Carex laevigata,NBNORG0000053496,Species,6841
1005,14,,Carex laevigata x binervis = C. x deserta,NBNORG0000089980,Species hybrid,14
1006,3683,Slender Sedge,Carex lasiocarpa,NBNORG0000007300,Species,3744
1007,25,,Carex lasiocarpa x riparia = C. x evoluta,NBNORG0000090309,Species hybrid,25
1008,2982,Bog-sedge,Carex limosa,NBNORG0000007297,Species,3081
1009,714,Tall Bog-sedge,Carex magellanica,NBNORG0000007298,Species,773
1010,3,,Carex magellanica subsp. irrigua,NBNORG0000107924,Subspecies,3
1011,378,Curved Sedge,Carex maritima,NBNORG0000007320,Species,399
1012,171,Bristle Sedge,Carex microglochin,NBNORG0000007327,Species,171
1013,839,Soft-leaved Sedge,Carex montana,NBNORG0000007303,Species,1234
1014,718,Prickly Sedge,Carex muricata,NBNORG0000024708,Species,5625
1015,185,,Carex muricata agg. sensu lato,NBNORG0000007321,Species sensu lato,188
1016,101,,Carex muricata subsp. muricata,NBNORG0000053498,Subspecies,153
1017,4343,Small-fruited Prickly-sedge,Carex muricata subsp. pairae,NBNORG0000091579,Subspecies,4663
1018,21,,Carex muricata x divulsa,NBNORG0000107925,Species hybrid,21
1019,49454,Common Sedge,Carex nigra,NBNORG0000007313,Species,50548
1020,39,,Carex nigra x bigelowii = C. x decolorans,NBNORG0000089979,Species hybrid,40
1021,34,,Carex nigra x elata = C. x turfosa,NBNORG0000090056,Species hybrid,35
1022,71,Close-headed Alpine-sedge,Carex norvegica,NBNORG0000053499,Species,73
1023,371,Bird's-foot Sedge,Carex ornithopoda,NBNORG0000007305,Species,441
1024,27718,False Fox-sedge,Carex otrubae,NBNORG0000007318,Species,31089
1025,9,,Carex otrubae x divulsa,NBNORG0000107926,Species hybrid,9
1026,1306,,Carex otrubae x remota = C. x pseudoaxillaris,NBNORG0000090330,Species hybrid,1347
1027,28492,Oval Sedge,Carex ovalis,NBNORG0000007326,Species,29932
1028,9608,Pale Sedge,Carex pallescens,NBNORG0000007293,Species,9904
1029,45628,Carnation Sedge,Carex panicea,NBNORG0000007295,Species,46681
1030,14445,Greater Tussock-sedge,Carex paniculata,NBNORG0000007316,Species,14967
1031,18,,Carex paniculata x appropinquata = C. x rotae,NBNORG0000089948,Species hybrid,19
1032,12,,Carex paniculata x curta = C. x ludibunda,NBNORG0000090033,Species hybrid,12
1033,19,,Carex paniculata x diandra = C. x beckmannii,NBNORG0000090047,Species hybrid,19
1034,467,,Carex paniculata x remota (C. x boenninghausiana),NBNORG0000090373,Species hybrid,486
1035,1650,Few-flowered Sedge,Carex pauciflora,NBNORG0000053500,Species,1659
1036,28233,Pendulous Sedge,Carex pendula,NBNORG0000053501,Species,34252
1037,17844,Pill Sedge,Carex pilulifera,NBNORG0000007301,Species,18630
1038,6926,Cyperus Sedge,Carex pseudocyperus,NBNORG0000007287,Species,7560
1039,4,,Carex pseudocyperus x rostrata = C. x justi-schmidtii,NBNORG0000090326,Species hybrid,5
1040,18094,Flea Sedge,Carex pulicaris,NBNORG0000007329,Species,18904
1041,591,Dotted Sedge,Carex punctata,NBNORG0000007281,Species,741
1042,405,Mountain Bog-sedge,Carex rariflora,NBNORG0000053502,Species,414
1043,81,Estuarine Sedge,Carex recta,NBNORG0000007312,Species,81
1044,8,,Carex recta x aquatilis = C. x grantii,NBNORG0000089952,Species hybrid,8
1045,38909,Remote Sedge,Carex remota,NBNORG0000007324,Species,42476
1046,23432,Greater Pond-sedge,Carex riparia,NBNORG0000007291,Species,25270
1047,2,,Carex riparia x rostrata,NBNORG0000047608,Species hybrid,2
1048,4,,Carex riparia x vesicaria = C. x csomadensis,NBNORG0000090363,Species hybrid,4
1049,26632,Bottle Sedge,Carex rostrata,NBNORG0000007288,Species,27421
1050,196,,Carex rostrata x vesicaria = C. x involuta,NBNORG0000090207,Species hybrid,197
1051,336,Rock Sedge,Carex rupestris,NBNORG0000053503,Species,347
1052,2,Saltmarsh Sedge,Carex salina,NBNORG0000091580,Species,2
1053,706,Russet Sedge,Carex saxatilis,NBNORG0000007290,Species,781
1054,1,,Carex saxatilis x viridula subsp. brachyrrhyncha,NBNORG0000091193,Subspecies hybrid,1
1055,8704,Spiked Sedge,Carex spicata,NBNORG0000053504,Species,10129
1056,4624,Thin-spiked Wood-sedge,Carex strigosa,NBNORG0000053505,Species,4993
1057,39926,Wood-sedge,Carex sylvatica,NBNORG0000053506,Species,43707
1058,4,Three-nerved Sedge,Carex trinervis,NBNORG0000007314,Species,5
1059,695,Sheathed Sedge,Carex vaginata,NBNORG0000007296,Species,762
1060,6028,Bladder-sedge,Carex vesicaria,NBNORG0000007289,Species,6480
1061,70,Mountain Bladder-sedge,Carex vesicaria x saxatilis = C. x grahamii,NBNORG0000090184,Species hybrid,73
1062,1,,Carex virgata,NBNORG0000047068,Species,1
1063,1088,Yellow Sedge,Carex viridula,NBNORG0000053507,Species,40810
1064,7476,,Carex viridula subsp. brachyrrhyncha,NBNORG0000053508,Subspecies,7800
1065,29055,,Carex viridula subsp. oedocarpa,NBNORG0000053509,Subspecies,29538
1066,2262,Small-fruited Yellow-sedge,Carex viridula subsp. viridula,NBNORG0000053510,Subspecies,2370
1067,243,True Fox-sedge,Carex vulpina,NBNORG0000007319,Species,504
1068,36,American Fox-sedge,Carex vulpinoidea,NBNORG0000053511,Species,39
1069,5,,Carlina,NBNORG0000053512,Genus,12451
1070,11005,Carline Thistle,Carlina vulgaris,NBNORG0000008587,Species,12445
1071,11,,Carpinus,NBNORG0000053513,Genus,27507
1072,20163,Hornbeam,Carpinus betulus,NBNORG0000008143,Species,27485
1073,4,,Carpobrotus,NBNORG0000053514,Genus,867
1074,27,Sally-my-handsome,Carpobrotus acinaciformis,NBNORG0000053515,Species,27
1075,684,Hottentot-fig,Carpobrotus edulis,NBNORG0000053516,Species,799
1076,40,,Carpobrotus edulis var. edulis,NBNORG0000041380,Variety,40
1077,43,,Carpobrotus edulis var. rubescens,NBNORG0000008753,Variety,43
1078,37,Angular Sea-fig,Carpobrotus glaucescens,NBNORG0000013244,Species,37
1079,42,Cress Rocket,Carrichtera annua,NBNORG0000053518,Species,42
1080,78,Downy Safflower,Carthamus lanatus,NBNORG0000013252,Species,79
1081,230,Safflower,Carthamus tinctorius,NBNORG0000013393,Species,253
1082,184,,Carum,NBNORG0000053521,Genus,5156
1083,788,Caraway,Carum carvi,NBNORG0000008048,Species,817
1084,4116,Whorled Caraway,Carum verticillatum,NBNORG0000053522,Species,4155
1085,3,Shagbark Hickory,Carya ovata,NBNORG0000053525,Species,6
1086,26,Carnation,Caryophyllaceae,NBNORG0000027309,Family,997462
1087,6,,Caryopteris incana x mongholica = C. x clandonensis,NBNORG0000090124,Species hybrid,8
1088,1,,Cassia,NBNORG0000053527,Genus,1
1089,2,Golden-bush,Cassinia fulvida,NBNORG0000053529,Species,3
1090,18,,Castanea,NBNORG0000053530,Genus,32815
1091,25459,Sweet Chestnut,Castanea sativa,NBNORG0000053531,Species,32796
1092,4515,Whorl-grass,Catabrosa aquatica,NBNORG0000053536,Species,4935
1093,14,,Catabrosa aquatica var. aquatica,NBNORG0000100114,Variety,14
1094,82,,Catabrosa aquatica var. uniflora,NBNORG0000023247,Variety,82
1095,21,,Catalpa,NBNORG0000053537,Genus,396
1096,42,Indian-bean-tree,Catalpa bignonioides,NBNORG0000047075,Species,360
1097,6,Blue Cupidone,Catananche caerulea,NBNORG0000107928,Species,6
1098,5,,Catapodium,NBNORG0000053539,Genus,13443
1099,2925,Sea Fern-grass,Catapodium marinum,NBNORG0000053540,Species,3164
1100,9200,Fern-grass,Catapodium rigidum,NBNORG0000053541,Species,10268
1101,64,,Catapodium rigidum var. majus,NBNORG0000008699,Variety,64
1102,284,,Catapodium rigidum var. rigidum,NBNORG0000041382,Variety,296
1103,6,,Catapodium rigidum x marinum,NBNORG0000107929,Species hybrid,6
1104,2,,Caucalis bischoffii,NBNORG0000053543,Species,2
1105,611,Small Bur-parsley,Caucalis platycarpos,NBNORG0000008024,Species,625
1106,11,Staff-vine,Celastrus orbiculatus,NBNORG0000107930,Species,12
1107,4,Cockscomb,Celosia argentea,NBNORG0000013245,Species,5
1108,4,Spiny Sandbur,Cenchrus echinatus,NBNORG0000013289,Species,5
1109,1,,Cenchrus longispinus,NBNORG0000053558,Species,1
1110,345,Knapweed,Centaurea,NBNORG0000053561,Genus,164699
